File,UUID,Variant,Value,Signature,URL
659.png,f421ec1d21e24084a81be4be5a4e271b,slim,ewogICJ0aW1lc3RhbXAiIDogMTY1ODYzNDg2MzA4MiwKICAicHJvZmlsZUlkIiA6ICIxN2Q0ODA1ZDRmMTA0YTA5OWRiYzJmNzYzMDNjYmRkZiIsCiAgInByb2ZpbGVOYW1lIiA6ICJnaWZ0bWV0b25uZXMiLAogICJzaWduYXR1cmVSZXF1aXJlZCIgOiB0cnVlLAogICJ0ZXh0dXJlcyIgOiB7CiAgICAiU0tJTiIgOiB7CiAgICAgICJ1cmwiIDogImh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvN2RiMmMwNDE4MGI0ZDM0ZWI2ZjRkNDRkOWRkZDc1NGYzNGY2MTA4MTViYzU0OTBjYzdmM2M0MmE2MzA1YWFmMSIsCiAgICAgICJtZXRhZGF0YSIgOiB7CiAgICAgICAgIm1vZGVsIiA6ICJzbGltIgogICAgICB9CiAgICB9CiAgfQp9,A21vIeXU5EVumFSFOEE/FZ2MqPQp5Ow0Ra6sx0ELSbBvwudjK0eSqKVsTMHwHv4YJKAqeLiaq3r5hMIL/ibn3OtgNGe5TwWSe1JSh9N1FJ1kahDYmH/reiot65MbphuvykZE47JFy0cW3Resc5cXQ+F2tIJW0BIQuPjpj6kNUor6xzf815PMAC5pcZjcID/ybnB6sj4yvDFtB7Rr08mPcAUekFUHFtoy3WPrhqsZsDW83ijAdhqu10FZ81AgFxLXl3J96qkbJUCo0aromVko8VXMadE61iHxcCZPqu5AQsRT3hk23WncxVOHjDqQwdSyDNSQdMtml+ahblaBJgetnElNSaepg7GPK4uO239YkgJpziYbYdlhTb4tYRDrAuUlxjK/QvNRYm0hTvBRUFA1QFSehcJWr0FW6v2rhb7q2tIspUogpKhMYM6+OaXa2xB8L+fZlM+Ntal/7a2/76sTXceFXi1a0EWSDOTeWzw2LMEiJiNEoGdw6UTTPghHzxWZspEnP4nSbmWpmdXTka/e5yQSKi2q41IiejhFJ85nUTgMK003VZgngllAN++ogelkz/kCrk65il9f8DHmsM2aqxhf0LicWMVR90JasONh2y3lMOrCHB3EmuQL+B8Z8g8hoxtQOxHT6UnQ98sF76CWAPDdrN2J+tlg4LoVsFX238A=,http://textures.minecraft.net/texture/7db2c04180b4d34eb6f4d44d9ddd754f34f610815bc5490cc7f3c42a6305aaf1
618.png,c3282d04d700458089afcf35d08e62f4,slim,ewogICJ0aW1lc3RhbXAiIDogMTY1ODYzNDg3MDYzOSwKICAicHJvZmlsZUlkIiA6ICI4N2RiMmNjNWY4Y2I0MjI4YTU0OGRiMzJlM2Y0NmFmNiIsCiAgInByb2ZpbGVOYW1lIiA6ICJZVG1hdGlhczEzbG9sIiwKICAic2lnbmF0dXJlUmVxdWlyZWQiIDogdHJ1ZSwKICAidGV4dHVyZXMiIDogewogICAgIlNLSU4iIDogewogICAgICAidXJsIiA6ICJodHRwOi8vdGV4dHVyZXMubWluZWNyYWZ0Lm5ldC90ZXh0dXJlLzMzOTBhN2M4NTIwYTQwN2M1MmI0YmQ2Y2JiZDNjMjAzNWI5NDU2ZTRjMDkwNDJkZjAyMzE5N2EzOWJlODI4ODkiLAogICAgICAibWV0YWRhdGEiIDogewogICAgICAgICJtb2RlbCIgOiAic2xpbSIKICAgICAgfQogICAgfQogIH0KfQ==,OiK4bX3gf0eO+aTVUTv/6dRnI0JzgGtWiY+sOM6lC+ajL+KNV6mNGYgkCRi8QlKiNbD9H63A322jUma8TED5YvA2Tg1I/rUhLa9n5K+z7qNr9cn0nvdpiVpUxhEwpiBn5GClLwNm7n8ppaVxn0MvPcOkaqh1rSLvm+GbiAJu+e66SH0tDATb7pMupmsw2ccREBN26b5DGl3Iu+sLSI19wtdGVlgcC3an2Bcv/tPQi3IdNu+ErcGXPv0bMLRdMBbiGaeHFxMIKvQXZkb4oR4xueIOHQdbi9V6wpce6iM5KT6MOkV7+muRyAdOz1wsd7FMezEEnumqFeeyorpTfZfBEF5U9+S4439wY3379Tlpf8xg6sanUlRSKDexZrgX29rqqPwgUJ/VTy1UkjhtgyRF2VmlVnO0JgaY+iELfCtEWBop24NiyKgbKUUuDeF2sIiBWYpOgoZ4amp0MRkXFTlj3kk96Ow5FnwTjWuuGmsBCNlTQ2JO/1PSn0zeaSkT9wRXBi3Fvwx/qCocBoIRpg1gQ2OGX5ZFQCLhXU6+o/ajPO0dc2XnFMFK9Z4Gde24S3LxjXt+gm9z5MId8J/Lmue+gx7+0PPquz/4CEZT60QymOO4RJai627Q7/0YwdE48JG/PCSr3ceA6DNTrEE6o5Tgh5TUzlpOCTe1YUECYYJ2yT8=,http://textures.minecraft.net/texture/3390a7c8520a407c52b4bd6cbbd3c2035b9456e4c09042df023197a39be82889
650.png,da09d7f3e3eb49749be2fac023078b8b,slim,ewogICJ0aW1lc3RhbXAiIDogMTY1ODYzNDg3ODQzMCwKICAicHJvZmlsZUlkIiA6ICI5ZWEyMTQ0NGFiNjI0MWZkYjg5YjE2NDFhNDg2MGZiZiIsCiAgInByb2ZpbGVOYW1lIiA6ICI3QUJDSE9VTiIsCiAgInNpZ25hdHVyZVJlcXVpcmVkIiA6IHRydWUsCiAgInRleHR1cmVzIiA6IHsKICAgICJTS0lOIiA6IHsKICAgICAgInVybCIgOiAiaHR0cDovL3RleHR1cmVzLm1pbmVjcmFmdC5uZXQvdGV4dHVyZS83MzcwNGUxMWNjNDcyMmQyNWU5MzZjMTM2MjE5OGY5N2FhYmQ2YjQ5OGViYzNmZGUzOGNiOTBhYjU4YmE5OWExIiwKICAgICAgIm1ldGFkYXRhIiA6IHsKICAgICAgICAibW9kZWwiIDogInNsaW0iCiAgICAgIH0KICAgIH0KICB9Cn0=,biXYTLI2tQRLAu+fW+SrxhOfHfkvJj50jbaah9C9ZOUgUfOQZdzwtYxHwbwvK9RZOM8kUzMMSXZVCKcIJPar6jUUWU8NzFwe/wbR7GZx1HpK+wRYHTgCMABp3CEZ4S591jkIIPsXDY1UB0xb8+KHNvCthHhsKFFYV7deNkCrnIDzopaSr4oymSAuxbgf7ZzFsZrse/WfkE8+27JKewwSN0SVBiet9GB+ACeTKqnDkeIH/fAxKffy+MucQphWXSmXTUTP4gTynPAcbhLZh0uMnMBBbg++8d9znNPXsF0e+BZjAeN7e8g6VdPcULJHXl0gPg6BHR8CH+/cya69vuoaU7rEcPsJo1RiIWnPYPeuGqforO8nzKExoNnashae7qnKhM3y7mwpxenSTszdk8XlG6MxeGba9+Yirybj51A/2e1uuMSpBbh0YrsBlSSyDtJ5VvID9fQ3JkqMAkfLbxzrJcegtdKsM8ZEHQacewiK38Y9NkmwCuaMnSVOQKQy6+2gVMNCz1acCbT1XMqh1hl9rjK0QfbZ6a1xd2mM7MsnWympqdgxNZx+cgi2HI+LjLRgEpGujx3CjZ4EZr0R3H6OBzQ7YoeAiNTBYwydL7rjbK5zo/cUCNhsLyfnyAajbg2VtKReaa+SrXZfAg1piq5Ik66rry1A0vCKplfftj522rQ=,http://textures.minecraft.net/texture/73704e11cc4722d25e936c1362198f97aabd6b498ebc3fde38cb90ab58ba99a1
998.png,adc51a88a8674436ac3ee7ef7929a415,slim,ewogICJ0aW1lc3RhbXAiIDogMTY1ODYzNDg4NTE3MCwKICAicHJvZmlsZUlkIiA6ICJiNTM5NTkyMjMwY2I0MmE0OWY5YTRlYmYxNmRlOTYwYiIsCiAgInByb2ZpbGVOYW1lIiA6ICJtYXJpYW5hZmFnIiwKICAic2lnbmF0dXJlUmVxdWlyZWQiIDogdHJ1ZSwKICAidGV4dHVyZXMiIDogewogICAgIlNLSU4iIDogewogICAgICAidXJsIiA6ICJodHRwOi8vdGV4dHVyZXMubWluZWNyYWZ0Lm5ldC90ZXh0dXJlL2FlM2I3NWNkNmEyNzJhYWUxMDI4NTdhZTY1OGE5YTkwOTYyOWM4ZTAzOTNmNWE3Njc4NjIxYTljZWU4ZDg4NDgiLAogICAgICAibWV0YWRhdGEiIDogewogICAgICAgICJtb2RlbCIgOiAic2xpbSIKICAgICAgfQogICAgfQogIH0KfQ==,DsVEQz5dC90UcGKIEX/rzcUp5FVMv0Pb8dIYL5AmRWOZV2EjJuYu40mtTZMwdK6ml1Sm/kbWoT2JBPNa/bbucNfplrBjBBMp9aXmYDqUa5jZCDY1+UFJdg1Rx8ZHtl68JrQJ5VD4mLIXbKYMnJkJbLAIvyAv73FIZFWsnbUY6l/rNOZvScC974iZqWesLo4NFUIcZbZ/prndzgyUwPJkveDNgr2xZwGb2LIl0sgFaVSdASUQwE0QR8TpeeH48bfks3KLMH6vm2Qx3j9CtmcKy53rSYFD+nKA5aUlmYLlVxAzl6nPK+2YNIyYdK+8fWsiyqS9pc8T3JDLb61WK8NPk17arpdAzkY2tF0lsILFEbFVzSMiSc714dxyXVJzync34REAqO9JhKnV99wqmuS/SODILZ4LYdL7pNCQUZlUl+eliJ5cw6LrJKTSU/SF0yyZftGLCD+sgiJkqBTSAUD4RhzjkmH2NwJycC+hjD1m7WEvd3ITWrKVthmZpiNqvtqRt96M9kXKeDUZgrG7gfv9VA0vtUgQ8inrNMip8c+6ELTptU2yBjE7MvHZu73sVSqxziuL784ur4hxkgSmU5/sHXKtvVk/sPJaumkk5h3eIZY0Sh1RkNdUzK/bPjoqJ7ZjVqqm9Bibn1gABQl7iFSZdBgXGNZnerXgZXIy3BaX5UE=,http://textures.minecraft.net/texture/ae3b75cd6a272aae102857ae658a9a909629c8e0393f5a7678621a9cee8d8848
451.png,b23fa86ffad846d0a6a16c4211f22f16,slim,ewogICJ0aW1lc3RhbXAiIDogMTY1ODYzNDg5MTkwNSwKICAicHJvZmlsZUlkIiA6ICI0MjEwNTYxMWQxZjM0NzAyOTQ4NjE3OTYzMDY3NjY2NCIsCiAgInByb2ZpbGVOYW1lIiA6ICJUcmlraXRyYWthdGVsYXp6IiwKICAic2lnbmF0dXJlUmVxdWlyZWQiIDogdHJ1ZSwKICAidGV4dHVyZXMiIDogewogICAgIlNLSU4iIDogewogICAgICAidXJsIiA6ICJodHRwOi8vdGV4dHVyZXMubWluZWNyYWZ0Lm5ldC90ZXh0dXJlLzc3MTZkNGE1Yjk0YzQwNDJhOGI3OGIzNjJmMGY5YmM4OGM5OWZiY2ZkZmMzZGY0YWQwZjViZjVlNjBkODY2OGMiLAogICAgICAibWV0YWRhdGEiIDogewogICAgICAgICJtb2RlbCIgOiAic2xpbSIKICAgICAgfQogICAgfQogIH0KfQ==,p+1B2AfmDxQSmmUuk8aYdv8Nr0k1g97icNvAt6AP4pm/MKx1E9X7z98CUGkEZkHLIDngj67m0uw9fl6MbwVJfIliyAo4OxKz5qiZUxZBUPz66sIIsJ2RdGzlP+jQ03j77n5dMylyf34avQVVbNHRnlglF0qN8SIdbj/7CqeHymm+Gogz2y3eziXjfO0YRoQ9Zl2+bgUX6zuq6XYaDo3YEIiMVwlP4N4PJZouDYaQg41FHYxq653w5o/YI2SvW4LjGdRKdYErro8gMyA69tImrejK/9P0DV2zUjsuVaAoGcqpy2+tT0K7T1DBS4F7MsTpR8kyYvlWSAvpAFD7EpoJJq8j3LAwVSKknczKiOF/YhbhlSbjkiaGWMOfEMcnmgumpkbqXnFrh7Dk3vao8gQxB5s30C7vRNAR2m4C5BWW7Qn37FBKSKr0sdVnZ9I5kH1+17lqbu6La6ldCFEsFpuTQmWx41nQcPTH92teMzyq0oqOl7ETVb3wUbPp5RkiEiPc875Q7eENIvK+7icHBKafUGWZJnHDE3lx/d15UQ/m7oMBFko3QkjvlatMqLzMpTFXYkVGsJYzcB4uJMDr2HyShgVpHsZEDKADAbEThmAHa4VF9prVb3OF/2yU3QhKHET4yzy0S4cqxSa9VFQvIbGklEAq5Mc1/KT+9R4+mYMqCV4=,http://textures.minecraft.net/texture/7716d4a5b94c4042a8b78b362f0f9bc88c99fbcfdfc3df4ad0f5bf5e60d8668c
794.png,860bb4df8c874bde96a867e2ffdbe0f7,slim,ewogICJ0aW1lc3RhbXAiIDogMTY1ODYzNDg5OTExNCwKICAicHJvZmlsZUlkIiA6ICIwYWMwY2IxMTI1MWE0ZjAwOTJjNjIyNzM2NjczMDNmNSIsCiAgInByb2ZpbGVOYW1lIiA6ICJDbG91Y2wiLAogICJzaWduYXR1cmVSZXF1aXJlZCIgOiB0cnVlLAogICJ0ZXh0dXJlcyIgOiB7CiAgICAiU0tJTiIgOiB7CiAgICAgICJ1cmwiIDogImh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvMjQ4YTEwNzdhOWU2NzlkMWRjZWFhYzViMGM0ODdlNzhlMDEwNWIzZDBhM2I0NmM3ODdjMTg0YzY3NDdiYTY1YiIsCiAgICAgICJtZXRhZGF0YSIgOiB7CiAgICAgICAgIm1vZGVsIiA6ICJzbGltIgogICAgICB9CiAgICB9CiAgfQp9,sH2jtSYMokJSLVxQppb2BJL3Y7kNCW51Ue7oWES1GrXsubfHwaxoSlQ1S0P1RS4cuxA526yf/q3wabgYoQ1IRRe+sIzcyN0Zhdmpq/hSRIsadkIMvB1XLlkq52zX2pPSVMvUiWXUfFMBtltu1Eis5/Bdgu2XIOq1HOcoKYV6b/tfeyQxLpYnDIaEEu96Mq7TwbHE+5lSOGjGQkqZIONyEpIBbfnBpO6wZJxtLzageRNKeXm66hl8dTjbAO06bj8ai4GmNVedatXYR/49S06904Rbzq5jRlX4zWGtKBIxXE9/qPMcewMxmZEt0ulQ/nOI4sFxCM3G8VT0v06atZSUgHj4xWyTygo5VLyAX+/r2yTgD85PpSvYPK5/TSa0e/HYSWc6V5z2GwlXf6CgjPiNX3sx3YxvvTcBbzZxTr7mbqTLJBITFQCRfT8VDtxkUkPG+EAeuYeMxr7LoGmxT+GU9gJhAfRxQfmlfxHdN69nbvT61gRk8CHzuQhnkbVx/vpp0bA2Jic6I4LcXpWlv6/cGBLzF9rJdb/wFkloCZDmCnaqaN/80Rf01rehx1C4vBQy0sIPvhg8fo76EJyO8wAkKs0Dd9+eECxKAUoihs9ToR5cr++CUUlIZLFmUfHnpXdsVmQuxub3N7m/Rc7dXFUTZABGE2nmj/QIr+hHokAgDJQ=,http://textures.minecraft.net/texture/248a1077a9e679d1dceaac5b0c487e78e0105b3d0a3b46c787c184c6747ba65b
236.png,ec608bda6c1948e9b0657cb905d9dd9e,slim,ewogICJ0aW1lc3RhbXAiIDogMTY1ODYzNDkwNjIwMywKICAicHJvZmlsZUlkIiA6ICJmMTkyZGU3MDUzMTQ0ODcxOTAwMjQ1MmIzZWE3MzA3NCIsCiAgInByb2ZpbGVOYW1lIiA6ICJOZVhvU2V0IiwKICAic2lnbmF0dXJlUmVxdWlyZWQiIDogdHJ1ZSwKICAidGV4dHVyZXMiIDogewogICAgIlNLSU4iIDogewogICAgICAidXJsIiA6ICJodHRwOi8vdGV4dHVyZXMubWluZWNyYWZ0Lm5ldC90ZXh0dXJlLzU2ZDYxZGM5ZGIwMDU5OGE0MTBiZGM5NzljMDI1MGYwNTAyMWE2OTkxOTYzYmY0NzA5YjNmNThiMjE3YzVkZGMiLAogICAgICAibWV0YWRhdGEiIDogewogICAgICAgICJtb2RlbCIgOiAic2xpbSIKICAgICAgfQogICAgfQogIH0KfQ==,ad+T8LGIe82rFV0XjVrxZL8g0LB6e/zekLzXNwnAGjUMgBmHsqcEkWRVanUoP+akxF8OM9lJjeXB3jydPd9487usoYn4hD/FPWmVbiM8g48Z3RmWrfwHb+AbEbv2IOv8tq7Qi7OwX3OnG5I8YcTe/z6bxDbUHHMwBuNt+Kctx4YlZThgmtsENt+50sWgWd+YGwaaXXIcrpsBP8pe/zdqeNTLrVEbRCjJo0A7pwiAQGTXYWsGyT6rqyBsH9qIckXlE821YJoIV3nKG0Hj06zqiUNM0RApLY9lBcKU+jj0OMvc+AAyl6Z3hBYXqTCk0EtNtATUDE7Y2HwWL/GXTAe4XLQWMlzJkhNK1xEkGpbl4gfQLBAi9GnZHu9KWuw4Vq9/PuwLDDAdY3wKZ+2KRNfQbXN8Wf0WkAVqP0EpOfh/0lZiz7Twb1b8r1xIXUeFT21zw8m1EYwyP75JSnG/3IfwgeEfFz9+KRO92ExWKiasoHgIp6v6lIxIPGnbIot6S087cmzLT5gvcN4PRzy8bZBsUsbsDyGjrurxWgaryMfJc+/cXsy2vIaStgAQzA5BvoePoT0ccHymAqBO+O6vZTrcBcApiyVqghn8Kvvq4/ZDz9YfvkqtA8p7PFgZmIRax6JQR/xjb4Hi9BDRblBBVREtvyo8/inY7KRSyXaSK1ZDHpo=,http://textures.minecraft.net/texture/56d61dc9db00598a410bdc979c0250f05021a6991963bf4709b3f58b217c5ddc
989.png,561fb00ee7634108ad72a0bb1c9d9a11,slim,ewogICJ0aW1lc3RhbXAiIDogMTY1ODYzNDkxMzcyNywKICAicHJvZmlsZUlkIiA6ICI3MzY0ODFkZmY2ZGY0NWUwOTA0ODg0ZjNiMWExMjY1NSIsCiAgInByb2ZpbGVOYW1lIiA6ICJUd2lsaWdodFFBUSIsCiAgInNpZ25hdHVyZVJlcXVpcmVkIiA6IHRydWUsCiAgInRleHR1cmVzIiA6IHsKICAgICJTS0lOIiA6IHsKICAgICAgInVybCIgOiAiaHR0cDovL3RleHR1cmVzLm1pbmVjcmFmdC5uZXQvdGV4dHVyZS9hNDljNTMxNDI2NTFkMmVhYzE2YzhkZGM5ODUwNjNjMDJmZDVmMjE3ZGNhOWIyYmM4NTk0NGRhMDFiNGQ2N2ExIiwKICAgICAgIm1ldGFkYXRhIiA6IHsKICAgICAgICAibW9kZWwiIDogInNsaW0iCiAgICAgIH0KICAgIH0KICB9Cn0=,vf3D2Hm13Qn3OceNwtzWpjfDJcfC0wbfuDpYpgyTkBChrQwog7f4xXQaMSYq4gngj5dbO8U4wzi8DwTFR1aF8MU5S0Ji92b7wrrTJCCskSBaQKEwF7p06ReHBTZ39Vv9Yzc2prfvlefMZJHOhrKGohWfZguA1fI/NLVQ+N83gWBp60j2Wf8iBR4RfKZV8mSKtI6od+B0G1RMVcF1ceLLkJQWIgD0Ssj5S5mQProfqPxKsy5IDNBTssJrpnz5gdsBWSUVqmXv7ITkr1E3gsoBsVmVVfOYgAoir51YBCyu/+0wlExP0m/mz5jnJOiAzQDaj1W0PKHxbq4qG/GnCITbpoF80SbHdpvC5SBL5f6auH4Qkjb/N9/F8R+lM0d2oGa1ue58GdbMSgY/33+u4X+u3Ofe/cUa3Cj//ybLPur37Sz2zFtk3V0vt3MomJMarqMwk66OZ5jTsclDiW8/brUucbKh72H3QRWVi2Pu10JEg8QJzTocyUEPsJDViAPFdgE0wnsd8JyYLDO3lXV4K2O7eqUWu2g+9+ggEes1LVYqH9EtqN4tJW071aOxbRNkg33r96f/qmvb1qUNkgizVP0q1rQtu5inazusjwcDYo6VRTB1o+r5JAEbqdbQ5KehmZ44rnqe3wL1Fw/XIodTWn1+FoFsF6mNkAQbNDAApNqIQtQ=,http://textures.minecraft.net/texture/a49c53142651d2eac16c8ddc985063c02fd5f217dca9b2bc85944da01b4d67a1
505.png,7bbb350ee84e49dc9f812730f1d132a1,slim,ewogICJ0aW1lc3RhbXAiIDogMTY1ODYzNDkyMjAxMCwKICAicHJvZmlsZUlkIiA6ICI0NDAzZGM1NDc1YmM0YjE1YTU0OGNmZGE2YjBlYjdkOSIsCiAgInByb2ZpbGVOYW1lIiA6ICJHYXl0b3duIiwKICAic2lnbmF0dXJlUmVxdWlyZWQiIDogdHJ1ZSwKICAidGV4dHVyZXMiIDogewogICAgIlNLSU4iIDogewogICAgICAidXJsIiA6ICJodHRwOi8vdGV4dHVyZXMubWluZWNyYWZ0Lm5ldC90ZXh0dXJlLzQ3MTU3ODY4NzAwMmE3NDg0MzZjNDJiNzJmMzExMTA1NWI5ZDE0NGI3NTVjOTllOWQ3MTM3ZDM1NWE0NWMzMDMiLAogICAgICAibWV0YWRhdGEiIDogewogICAgICAgICJtb2RlbCIgOiAic2xpbSIKICAgICAgfQogICAgfQogIH0KfQ==,MgJfkr1LaAdnJfyS6aRtXmHqw/dw8PXCieuvqlVzR3k72ftGp0kKJByIDUNQhSunpLSWsXhIicCk/1BLB3Ode4F1p3/r566w9DyzaQsULduwuhAMB+JwuiZ1h1hXaxC+f2Tq2GPyk8S1WAuN21VWhhFh5aQigu6yMLbx+zRUqupkfS+TvEG4NB48bEK/SpS2ZUpLF87dQfvN4vDDZyEpXKWkH9ZunAzHpqqwe9NNwv9H3T22MYCK/lVHPLxez6hSwvuqoLTwXNOCRgNP51zSEGkTHk4OyFgZL2dPSQEdb44UWw2P2XtRHhQJOQDQ8N37zKUzGGfNWG9gs6DTpEBVwzA76WQwoKg3EhdNC9AtaqmqFPqBgCKVRkXOh9hiVnbfZM9GNqHtIth8Vg9hiW5VzKXbKEWFpMrcQxZlNSd68+n5qg4seuGcKUqKA/qaSSsynXgxJGMjjUIxix2CReH0SPejSF7WvCG8VXyp52+Y5stI3gKLUyMtvhcqRI2MRS1IKDN06LNFpq1KpDI5S+EYNgMQyS23jkV8lz9WgAjVfWm0s9pm0PHX7I67jDVFh384GgN5Km/WPz9s+UNohu+ntC1gthCBRwp9S7PZ7KD7R49JPP88NMakLp5y1bWRs6/VpyVJWwONdp5q0i2cT1kRtsPRvHpkfnh5agRoKuwzWEQ=,http://textures.minecraft.net/texture/471578687002a748436c42b72f3111055b9d144b755c99e9d7137d355a45c303
205.png,cebbc8fd8c624d7a895438367d9d5490,slim,ewogICJ0aW1lc3RhbXAiIDogMTY1ODYzNDkyODk0OSwKICAicHJvZmlsZUlkIiA6ICJhYzIzZmEzNzRhMmM0YjU2YmYzYzU2ZTVhODY3NjIzNCIsCiAgInByb2ZpbGVOYW1lIiA6ICJxdWVlbnNoYW5pd2EiLAogICJzaWduYXR1cmVSZXF1aXJlZCIgOiB0cnVlLAogICJ0ZXh0dXJlcyIgOiB7CiAgICAiU0tJTiIgOiB7CiAgICAgICJ1cmwiIDogImh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvMjc0OTkyNjg5N2RlMTdkMDgzZmY3NjI0NDkxNzE5ZTBjMjkyOTEwMTQ5ZGI2YTUwYTJmMjU5OWE4YWI2MmY4NSIsCiAgICAgICJtZXRhZGF0YSIgOiB7CiAgICAgICAgIm1vZGVsIiA6ICJzbGltIgogICAgICB9CiAgICB9CiAgfQp9,V8lXtKZ2YWNFPD3GGEMaQOXnyGbrxJMfcExWo+G9b0rep4h75Uf0eLk4HD0fyfutAcCm/RKfeXmoL7dejUi9XNqsbNr7QdFrIMbpjWMKemOdNIl1eAvYVCVu9c/lZKPUjN8KhtUehLhtLnOxPwYMA8tkIIBIg/FzvMbj6edTJd/6+fNUFFmTyUxk4M+0oj6+wGGoNgt+bW7p0I6W6PSxCGu0yj6aez5TgR1qiax1enqgNR6s+tQ1gOT7TlUv7DA9YBeO05CIK/AXjie/eWWCr3szJ/h1bJbKats6voDlum663ubkOGXKzD1bu56VdzGHFKIR56ksmAAbJ2iM8FP85uAzPQqrW7Z/uNrfRNgTNeShPEuxRHsuv8Md58l4b5GHtAJxdcsvs45OMOYSaRnSQFR6Tmta8PeMPs0req5xwA/DPUQyMbfJMFo2hqTo01etlhrwlPKdeJSgCoOyS7GKKSnpBLTGiEvueP/BIDteTaTSxteH7sZG+jG1V9WRTpQFZYBt/3N4XW8QRLNmDFJUJgwm34x0TZI/a/Pp3f5bbvV9GDMPzX42J+jlOU5SEHEWt3UtDM/MO6RxdNtOtdufeaAweeAOfq4cN06YfVBdBP+B6Vz4Kjhn/6dMYEOP9vOOP8Z8chMPBuo2+YIHyc15XOV4LeOhDW1PtAwFE6O6Ia0=,http://textures.minecraft.net/texture/2749926897de17d083ff7624491719e0c292910149db6a50a2f2599a8ab62f85
963.png,b60bfd8908244f16b7f4de200a26ce23,slim,ewogICJ0aW1lc3RhbXAiIDogMTY1ODYzNDkzNTk3MiwKICAicHJvZmlsZUlkIiA6ICJmNTgyNGRmNGIwMTU0MDA4OGRhMzUyYTQxODU1MDQ0NCIsCiAgInByb2ZpbGVOYW1lIiA6ICJGb3hHYW1lcjUzOTIiLAogICJzaWduYXR1cmVSZXF1aXJlZCIgOiB0cnVlLAogICJ0ZXh0dXJlcyIgOiB7CiAgICAiU0tJTiIgOiB7CiAgICAgICJ1cmwiIDogImh0dHA6Ly90ZXh0dXJlcy5taW5lY3JhZnQubmV0L3RleHR1cmUvMTZmYjFmZjQ4Y2QyMGZlMjQyNzc0ZTVkYTczZmZkNTcyNWZjMDZmZDU5MWZmYjE4MjdiMmExMDdlNjA4NWQxYSIsCiAgICAgICJtZXRhZGF0YSIgOiB7CiAgICAgICAgIm1vZGVsIiA6ICJzbGltIgogICAgICB9CiAgICB9CiAgfQp9,JScYcg2YUIHc6xLv/VD0LoPtcjYG/QgChUtcUt0QL4UNQrL9AfwipmOkL0qZEIPA81ekaKodKFagH8JZTzPCB4KcLFqdf+hSlGffS/IROEEzdAS7LX9DugZxg7l1X9IqaBEJL23DwrAYLobkOY2KPYIPdALHX1JOEDCwk1p1n2OkJptRDLTLryv7BU/aM+vy1kiDXzjOi511y8ldzhB1KO2a/+yMtQLkSqnx9SPdEiBroNE4rEZ0Os3M5LdJn3Q2oDbFrMjk36qiiqkwbP7AtiUTSEbso5RkLRS+y2AnKyTsVrqseS1sg84iaV93e/PxV71XWwczQm/F3gkgVxIGCwq+jtQQjNe/jcOTpOxbGrEPXztHK+franmVPih8AR12lcMcnH2plJ5+oUfuDbctrXpFuomN2LV1G4g4EOgcnfDN4CUZPOpbjNC+zpxa5cnGY+m9BbEFihAa3fXS6QDYhpblDFvejltEfuv19t5czKNoDEXStkHbIjDSUv/HtwcbZGC0qLsGnjs1gZCjcvKdzpHqhlIrivwgpBqVCb/KVUalLfNqmsKzRs1sha/5C/ydMSwikZtJZrASfodZ26PcOySQkEIKE/Hbn+3NR2SGFLEFYquT7PvnIIWDV5ZjQ8svgElbXKJd7A+45XdBx0vfRmflEofBJr4mNMwHWbUe6yA=,http://textures.minecraft.net/texture/16fb1ff48cd20fe242774e5da73ffd5725fc06fd591ffb1827b2a107e6085d1a
